CarParkID,CarParkName_Zh_tw,Description,HourlyRates
KEE22410,基隆新橫濱停車場,戶外平面停車場,"[{'RateName': '臨停', 'RateDescription': '20元/時', 'RestrictionUserType': 0, 'SpaceType': 0, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 10, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '無', 'StartTime': '08:00', 'EndTime': '22:00', 'ServiceDay': {'ServiceTag': '白天', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12115,八斗子漁港C區停車場,"計次收費 : 每日80/次 , 季租4500","[{'RateName': '小客車日間計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 80, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '無', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '全日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12601,源遠路停車場,55格小型車格(含2格身障),"[{'RateName': '停車未滿15分鐘免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12105,基隆和平島公園停車場,和平島公園附屬停車場,"[{'RateName': '假日小型車', 'RateDescription': '30元/時', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '依公園營運時段', 'StartTime': '08:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '假日', 'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Friday': 0, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE11304,銘傳立體停車場,機械塔式停車場小型車80位,"[{'RateName': '計時收費', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 5, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 1, 'Restriction': '本場適停車子高度155公分以下', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12705,光明停一停車場,平面式小型車 56 格(含身心障礙停車位2格 婦幼專用車位1格),"[{'RateName': '汽車計時費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KIN0004,山外車站停車場,小客車格位數126格(含身障車位3格),"[{'RateName': '計日/計次', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 60, 'RateQualifier': 1440, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:30', 'EndTime': '00:00', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KIN0001,金門航空站第三停車站,小客車222格(含身障5格、婦幼5格),
LIE002,介壽地下停車場,地下一層，小型車150席(含無障礙3席)、機車82席(含無障礙2席),"[{'RateName': '小型車計時方案', 'RateDescription': '20元/時(6時至22時不收費)，停車未滿30分鐘以半小時計算收費，逾30分鐘以上以1小時計算收費，每日最多以5小時計。', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '22:00', 'EndTime': '06:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '小型車計時方案(身心障礙者停車費半價)', 'RateDescription': '10元/時(6時至22時不收費)，停車未滿30分鐘以半小時計算收費，逾30分鐘以上以1小時計算收費，每日最多以5小時計。', 'RestrictionUserType': 1, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 10, 'MaxPrice': 50, 'MinHalfHourCharge': 1, 'StartTime': '22:00', 'EndTime': '06:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
LIE003,仁愛停車場,室內平面一層，小型車25席、機車13席,
MIA017,富山中山路停車場,平面式45位,"[{'RateName': '計時', 'RateDescription': '10元/半小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA003,苗栗市停一停車場,平面露天,"[{'RateName': '小客車費率', 'RateDescription': '10元/30分鐘內', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA007,苗栗市停十停車場,露天平面,"[{'RateName': '計時', 'RateDescription': '10元/30分鐘內', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:50', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA010,南庄遊客中心停車場,地上兩層，地下一層(含身心障礙停車格2格),
MIA023,叭叭房銀河停車場,翻板機63板，平面車格32格、月租36格,"[{'RateName': '計時', 'RateDescription': '計時：20元/時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA005,苗栗市停五停車場,露天平面,"[{'RateName': '計時', 'RateDescription': '10元/30分鐘內', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA029,叭叭房文林停車場,大型車6格、小型車21格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 60, 'MinHalfHourCharge': 1, 'StartTime': '08:00', 'EndTime': '20:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '大型車計費方案', 'RateDescription': '大型車每小時收費30元', 'RestrictionUserType': 0, 'SpaceType': 5, 'RateQualifier': 30, 'RatePrice': 15, 'MinHalfHourCharge': 1, 'StartTime': '08:00', 'EndTime': '20:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA001,苗栗中正站停車場,露天平面,"[{'RateName': '小汽車費率', 'RateDescription': '10元/30分鐘,最高上限100元/日.', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA019,聯永客家委員會停車場,"身心障礙車位4個,2格親子",
MIA008,苗栗市停十五停車場,露天平面,"[{'RateName': '計時', 'RateDescription': '10元/30分鐘內', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA027,叭叭房民生停車場,小型車格169格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 60, 'MinHalfHourCharge': 1, 'StartTime': '08:00', 'EndTime': '20:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA020,台鐵豐富站停車場,小型車位42格(含身障車位，親子車位)；機車108格(含身障),"[{'RateName': '小型車計時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 70, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA018,苗栗台鐵高架橋下停車場,位於台鐵高架橋下,"[{'RateName': '大場', 'RateDescription': '大場：20元/時、當日最高上限100元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA028,叭叭房廣停十五停車場,大型車23格、小型車26格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 60, 'MinHalfHourCharge': 1, 'StartTime': '08:00', 'EndTime': '20:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA004,苗栗市停四停車場,露天平面,"[{'RateName': '計時', 'RateDescription': '6:00-12:00第一個小時免費.10元/30分鐘內', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 60, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '06:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA014,後龍停一立體停車場,含身障停車位1格,
MIA030,叭叭房廣停四停車場,平面小型車43格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 60, 'MinHalfHourCharge': 1, 'StartTime': '08:00', 'EndTime': '20:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA016,尚順育樂世界停車場,小型車1000格，機車430格,"[{'RateName': '自小客車臨停計時', 'RateDescription': '自小客車每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 300, 'MaxStay': 1440, 'MinHalfHourCharge': 1, 'Restriction': '限當日離場不過夜(飯店住宿除外)', 'StartTime': '06:00', 'EndTime': '02:50', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA025,叭叭房廣停二停車場,小型車40格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '08:00', 'EndTime': '20:00', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA013,Times苗栗莊敬街停車場,平面停車場,"[{'RateName': '計時', 'RateDescription': '10元/半小時，當日收費上限80元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 80, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA021,台鐵苗栗東站停車場,平面機車299格(含身心障礙5格) 汽車16格(含身心障礙1格及婦幼停車1格),"[{'RateName': '汽車計時', 'RateDescription': '汽車計時:20元/時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA011,竹南國中地下停車場,地下室.小型車205格.機車42格,"[{'RateName': '自小客車計時', 'RateDescription': '每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA006,苗栗市停八停車場,露天平面,"[{'RateName': '計時', 'RateDescription': '10元/30分鐘內', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA024,叭叭房廣停三停車場,大型車8格、小型車50格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 60, 'MinHalfHourCharge': 1, 'StartTime': '08:00', 'EndTime': '20:00', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA022,叭叭房光華停車場,平面式小型車7格,"[{'RateName': '計時', 'RateDescription': '計時：20元/時，每日最高60元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 60, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA026,叭叭房廣停六停車場,小型車19格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 60, 'MinHalfHourCharge': 1, 'StartTime': '08:00', 'EndTime': '20:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MIA012,大同國小地下停車場,立 體 式 （建物附設）地下停車場,"[{'RateName': '自小客車計時方案', 'RateDescription': '小型車臨時停車每半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:01', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
tsa004,草屯鎮公有零售市場地下停車場(市一停車場),平面停車場,"[{'RateName': '自小客車', 'RateDescription': '一小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
tsa003,草鞋墩停二立體停車場,地下1-2樓，地上3-6樓為停車場,
NAN27452532,名間鄉停一立體停車場,小型車130格、機車50格,"[{'RateName': '每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
tsa002,草屯鎮中正路臨時停車場,"平面式小型車為88格,含身障車位4格.婦幼車位4格","[{'RateName': '自小客車計費方案', 'RateDescription': '每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 30, 'RatePrice': 20, 'MaxPrice': 100, 'MaxStay': 10, 'MinHalfHourCharge': 1, 'StartTime': '07:00', 'EndTime': '19:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
exfop02,第二停車場,平面式停車場,
cmh923,中山停車場,本場為平面開放式免費停車場，一般停車位季208位，身障即親子停車位各計5位。,
exfop01,第一停車場,平面式停車場,
NAN_002,草屯鎮公有草鞋墩多目標使用立體停車場,立體式-小型車426個車位,"[{'RateName': '一小時20元，一日上限200元', 'RateDescription': '一小時20元，一日上限200元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
NAN_010,南投縣瑞龍瀑布地區停車場,平面式停車場,
NAN_009,竹山鎮梯子吊橋公有停車場,平面式停車場,
jiji001,集集鎮公所集集國小地下停車場,地下停車場,
NAN_008,東埔停車場,平面式停車場,"[{'RateName': '自小客車計費方案', 'RateDescription': '自小客車每小時30元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 30, 'MinHalfHourCharge': 1, 'StartTime': '08:00', 'EndTime': '18:00', 'ServiceDay': {'ServiceTag': '全年', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '大型車計費方案', 'RateDescription': '大型車每小時60元', 'RestrictionUserType': 0, 'SpaceType': 5, 'RateQualifier': 60, 'RatePrice': 60, 'MinHalfHourCharge': 1, 'StartTime': '08:00', 'EndTime': '18:00', 'ServiceDay': {'ServiceTag': '全年', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
NAN_003,埔里鎮仁愛立體停車場,立體式-小型車230個車位,"[{'RateName': '自小客車', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
tsa001,草屯鎮大成街停車場,平面式停車位180格(含身障車位4格.婦幼車位4格),"[{'RateName': '自小客費率', 'RateDescription': '自小客費率每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 30, 'RatePrice': 20, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '07:00', 'EndTime': '19:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
tsa001,草屯鎮大成街停車場,平面式停車位180格(含身障車位4格.婦幼車位4格),
NAN_005,南投縣政府地下停車場,立體式停車場,
NAN_004,婦幼館附設停車場,平面式,
PT0011,仁愛路地下立體停車場,地下一、二樓層小客車格位數341格,"[{'RateName': '小客車平日計時收費', 'RateDescription': '1小時收費20元，平日當日最高收費100、假日當日最高收費160元。', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 60, 'MinHalfHourCharge': 0, 'Restriction': '當日上限優惠價格僅限當日，跨日另計', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '平日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 1}}, {'RateName': '小客車國定例假日計時收費', 'RateDescription': '1小時收費20元，平日當日最高收費100、假日當日最高收費160元。', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 160, 'MinHalfHourCharge': 0, 'Restriction': '當日上限優惠價格僅限當日，跨日另計', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '假日、國定假日', 'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Friday': 0, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
