CarParkID,CarParkName_Zh_tw,Description,HourlyRates
05P0C0016A,北區-公有-福音停車場,平面停車,"[{'RateName': '半小時計費', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxStay': 15, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
03P0C0005A,南區-公有-健康公園附設P,小型車54格(含身心障礙車格1格),"[{'RateName': '自小客車計時費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
09P0M0001A,豐原區-公有-橫街尾P,平面式機車停車場,"[{'RateName': '免費', 'RestrictionUserType': 0, 'SpaceType': 2, 'RateQualifier': 0, 'RatePrice': 0, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '00:00', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
17P0C0003B,潭子區-公有-潭興立體停車場,立體停車場,"[{'RateName': '汽車收費', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 30, 'RatePrice': 15, 'MaxPrice': 200, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Friday': 0, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 0}}, {'RateName': '機車收費', 'RestrictionUserType': 0, 'SpaceType': 2, 'FreeMaxStay': 15, 'RateQualifier': 3600, 'RatePrice': 20, 'MaxPrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
06P0C0008A,西屯區-公有-弘孝P  , 平面場小型車37格(身心障礙1格),"[{'RateName': '臨停費率', 'RateDescription': '每半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
06P0C0030A,西屯區-公有-中央公園北側P,平面式小型車401格(含身障15格),"[{'RateName': '自小客車半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
03P0C0013A,南區-公有-工學六街停車場,平面停車場,"[{'RateName': '自小客車計時費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
08P0C0025A,北屯區-公有-(廣兼停7)南興P,平面式小型車205格(含身障 親子 電動車位),"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
07P0C0003A,南屯區-公有-大新P  ,平面場小型車43格(身心障礙1格),"[{'RateName': '臨停費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
08P0C0014A,北屯區-公有-江興P,"小型車82格(含身障2格,親子1格)","[{'RateName': '24H(無人工收費)', 'RestrictionUserType': 254, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 150, 'MinHalfHourCharge': 1, 'Restriction': '限小型車', 'StartTime': '00:00', 'EndTime': '00:00', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
09P0C0006A,豐原區-公有-葫蘆墩圳平面P4,小型車60格(含身障車格),"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時30元(以半小時計費)', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 30, 'RatePrice': 15, 'MaxPrice': 200, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
08P0C0018A,北屯區-公有-軍功P,平面式41格(含身障停車格2格),"[{'RateName': '平假日臨停', 'RateDescription': '自小客車每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
08P0C0021C,北屯區-公有-臺中市中央公園地下P,小型車812格(含身障車格18格)，機車522格(含身障車格12格),"[{'RateName': '自小客車半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
27P0C0012A,太平區-公所-祥順運動公園P,小型車47格,"[{'RateName': '汽車臨停', 'RateDescription': '汽車10元/半小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
06P0C0015A,西屯區-公有-馬龍潭P,汽車身障2/機車身障4,"[{'RateName': '計時', 'RateDescription': '10元/0.5H(未滿30分，以30分計算)', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
02P0C0008A,東區-公有-信心P,平面式小型車195格(含身障4格、親子3格),"[{'RateName': '自小客車半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
07P0C0006A,南屯區-公有-文昌P,小型車24格(含身心障礙車格1格) ,"[{'RateName': '自小客車計時方案', 'RateDescription': '全日', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
06P0C0009A,西屯區-公有-同心P  , 平面場小型車21格(身心障礙1格),"[{'RateName': '臨停費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
05P0C0005A,北區-公有-育樂P,平面式小型車(含身障車格2格、親子車格1格),"[{'RateName': '30分鐘10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
08P0C0024A,北屯區-公有-(細廣兼停2)長富P,平面式小型車23格(含身障 親子 電動車位),"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
27P0C0009A,太平區-公有-育賢P,平面小型車停車場,
09P0C0008A,豐原區-公有-葫蘆墩圳平面P6,小型車64格(含身障車格),"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時30元(以半小時計費)', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 30, 'RatePrice': 15, 'MaxPrice': 200, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
03P0C0002A,南區-公有-南平P,小型車75格(含身心障礙車格2格),"[{'RateName': '自小客車計時費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 15, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
09P0C0014A,豐原區-公有-博愛重劃區P11,平停車場,
02P0C0007A,東區-公有-東英P,小型車109格(含身心障礙車格3格),"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
03P0M0001A,南區-公有-建國北P,機車：20元/次 ，隔天重新計價。,
05P0C0013A,北區-公有-新興P,平面式小型車(含身障車格4格、親子車格3格),"[{'RateName': '30分鐘10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
27P0C0007A,太平區-公有-長億P,29,"[{'RateName': '小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
18P0C0001B,大雅區-公有-停一立體P,停一停車場為立體式停車場，汽車停車位共234格(含身心障 礙停車格1格),"[{'RateName': '計時方案', 'RateDescription': '每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 200, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
04P0C0003B,西區-公有-大益立體P,立體式小型車156格(身心障礙4格.親子車格3格),"[{'RateName': '自小客車計時方案', 'RateDescription': '平日：$10/0.5H,當日當次最高上限$200；假日：$10/0.5H,當日當次最高上限$250', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
28P0C0016C,大里區-公有-國立興大附中地下P,地下停車場小型車231格(身心障礙6格),"[{'RateName': '自小客計時', 'RateDescription': '半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
10P0C0005B,東勢區-公所-綜合立體P,小型車307格(含身障汽車格位7格、親子車位16格)、機車60格(含身障機車格位1格),"[{'RateName': '汽車臨停', 'RateDescription': '汽車臨時停車每半小時15元，未滿半小時者，以半小時計算收費', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 15, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
24P0C0006C,大肚區-公所-大肚地下P,汽車123格(含身障汽車格位3格)、機車54格(含身障機車格位2),"[{'RateName': '汽車臨停', 'RateDescription': '汽車10元/半小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
09P0C0011A,豐原區-公有-葫蘆墩圳平面P9,小型車45格(含身障車格),"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時30元(以半小時計費)', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 180, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
07P0C0018B,南屯區-公有-正心立體停車場,257(含身心障礙車格6格、親子車格6格、 低碳車格11格) 、機車7格,"[{'RateName': '小客車', 'RateDescription': '前15分鐘免費，15元/半小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 30, 'RatePrice': 15, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
06P0C0012A,西屯區-公有-忠義P  ,平面場小型車17格(身心障礙1格)，機車28格(身心障礙1格),"[{'RateName': '臨停費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
28P0C0017B,大里區-公有-東榮立體P,地下室一層，地上6層,"[{'RateName': '自小客', 'RateDescription': '4小時免費', 'RestrictionUserType': 1, 'SpaceType': 1, 'FreeMaxStay': 240, 'RateQualifier': 30, 'RatePrice': 15, 'MaxPrice': 250, 'MaxStay': 15, 'MinHalfHourCharge': 1, 'Restriction': '需有證照', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
08P0C0020A,北屯區-公有-雷中P,小型車23格(含身障停車格1格),"[{'RateName': '平假日臨停', 'RateDescription': '自小客車每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
03P0C0003A,南區-公有-城隍P,小型車18格(含身障停車格1格),"[{'RateName': '機車免收費,小客車每小時NT$20,半小時計,入場10分鐘內離場不收費,月票售價NT$1200/月', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
08P0C0004A,北屯區-公有-(細廣停2)中平P,"小型車17格(含身障2格,親子1格)","[{'RateName': '自小客車計時方案', 'RestrictionUserType': 254, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'Restriction': '限小型車', 'StartTime': '00:00', 'EndTime': '00:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
28P0C0010A,大里區-公有-仁堤P, 平面場小型車56格(身心障礙2格),"[{'RateName': '自小客車計費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
04P0C0007A,西區-公有-吉龍P,平面式小型車61格(含身障2格、親子1格),"[{'RateName': '自小客車半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
05P0C0014C,北區-公有-臺中公園地下P  ,立體小型車440,"[{'RateName': '臨停費率', 'RateDescription': '每半小時15元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 15, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
27P0C0002B,太平區-公有-中興立體P,立體式小型車198格(含身心障礙停車位5格及親子停車位11格),"[{'RateName': '自小客車計時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
28P0C0008A,大里區-公有-國光花市P,平面場小型車146格(身心障礙3格),"[{'RateName': '小客車', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
04P0C0004A,西區-公有-平和P,平面式小型車7格(含身障1格),"[{'RateName': '免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 0, 'RatePrice': 0, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
04P0C0016C,西區-公有-忠明公園地下停車場,小型車80格(含2格身障、2格婦幼、2格充電),"[{'RateName': '半小時15元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 30, 'RatePrice': 15, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
08P0C0001A,北屯區-公有-(公49)新平公園附屬P,"小型車95格(含身障2格,親子1格)","[{'RateName': '自小客車計時方案', 'RestrictionUserType': 254, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'Restriction': '限小型車', 'StartTime': '00:00', 'EndTime': '00:00', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
06P0C0017A,西屯區-公有-細停二P,小型車43,"[{'RateName': '自小客計時', 'RateDescription': '半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
06P0C0003A,西屯區-公有-下石碑P,小型車156格,"[{'RateName': '自小客計時', 'RateDescription': '半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
08P0C0010A,北屯區-公有-仁德P,小型車141 格(含身心障礙車格5 格、親子車格2 格)。,"[{'RateName': '自小客車費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
28P0C0005A,大里區-公有-鳥竹圍公園P,平面場小型車53格(身心障礙4格),"[{'RateName': '小客車', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
05P0C0018A,北區-公有-永興停車場,身障車格2 婦幼車格1格 充電車格1格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
08P0C0023A,北屯區-公有-(細廣停2)太和P,平面式小型車42格(含身障 親子 電動車位),"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
05P0C0003A,北區-公有-中德P,平面式小型車29格(含身障1格、親子1格),"[{'RateName': '自小客車半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
