CarParkID,CarParkName_Zh_tw,EntranceExitType,EntranceExits_EntranceExitName_Zh_tw,EntranceExits_Position_PositionLat,EntranceExits_Position_PositionLon,EntranceExits_Type,EntranceExits_MaxAllowedHeight,EntranceExits_RoadID,EntranceExits_RoadName,EntranceExits_LinkID,EntranceExits_Bearing
099,長安國小地下停車場,1,長安國小地下停車場,25.04958,121.53033,1,2.0999999046325684,,,,
058,市民大道(中林段),1,市民大道(中林段),25.0479,121.52273,1,1.7999999523162842,,,,
057,市民大道(公中段),1,市民大道(公中段),25.04833,121.5192,1,1.7999999523162842,,,,
084,麗湖國小地下停車場,1,麗湖國小地下停車場,25.0731,121.60157,1,2.200000047683716,,,,
229,歐特儀股份有限公司捷運石牌站轉乘停車場,1,嘉興公園地下停車場,25.02146,121.55204,1,2.0999999046325684,,,,
072,福林公園地下停車場,1,中正路,25.09616,121.53019,255,2.0999999046325684,,,,
092,濱江國中地下停車場,1,濱江國中地下停車場,25.07949,121.56163,1,2,,,,
085,臺北花木批發市場地下停車場,1,臺北花木批發市場地下停車場,25.00547,121.53968,255,1.7999999523162842,,,,
074,偶戲博物館地下停車場,1,市民大道五段,25.04702,121.56191,255,10000,,,,
249,啟聰學校地下停車場,1,啟聰學校地下停車場,25.07464,121.51203,1,1.7999999523162842,,,,
018,洛陽綜合立體停車場,1,環河快速道路(市民大道 三重),25.04763,121.50524,255,1.7999999523162842,,,,
060,台北時代寓所地下平面停車場,1,建復段,25.04469,121.5406,255,10000,,,,
054,北寧路地下停車場,1,北寧路,25.04924,121.55224,255,1.649999976158142,,,,
019,塔城公園地下停車場,1,塔城街,25.05088,121.51059,255,1.899999976158142,,,,
021,前港公園地下停車場,1,前港公園地下停車場,25.08537,121.52028,1,1.899999976158142,,,,
066,揚雅立體停車場,1,大龍街,25.06758,121.51585,255,10000,,,,
187,松山工農地下停車場,1,松山工農地下停車場,25.03958,121.57229,1,2.0999999046325684,,,,
102,承德公園地下停車場,1,基河路,25.08992,121.52252,255,2.0999999046325684,,,,
015,峨眉立體停車場,1,昆明街,25.04455,121.50561,255,2,,,,
014,興雅國中地下停車場,1,松德路200巷,25.03479,121.57282,255,1.899999976158142,,,,
037,大安高工地下停車場,1,大安高工地下停車場,25.03263,121.54185,1,1.7999999523162842,,,,
038,成德立體停車場,1,成福路,25.04574,121.58607,255,1.5499999523162842,,,,
035,成淵高中地下停車場,1,承德路二段,25.06041,121.52012,255,1.7999999523162842,,,,
129,西康地下停車場,1,西康地下停車場,25.08472,121.56375,1,2.0999999046325684,,,,
036,大豐公園地下停車場,1,大興街,25.13115,121.50434,255,1.7999999523162842,,,,
111,蘭雅公園地下停車場,1,蘭雅公園地下停車場,25.10976,121.52895,1,1.899999976158142,,,,
031,附中公園地下停車場,1,復興南路一段340巷,25.03618,121.54231,255,1.7999999523162842,,,,
033,進安公園地下停車場,1,八德路二段,25.04613,121.53771,255,1.7999999523162842,,,,
070,榮星花園地下停車場,1,五常街,25.06426,121.53961,255,2.0999999046325684,,,,
078,洲子立體停車場,1,洲子街,25.07971,121.56937,255,2.4000000953674316,,,,
103,南港國小地下停車場,1,南港國小地下停車場,25.05712,121.61109,1,2.0999999046325684,,,,
049,大業立體停車場,1,大業路,25.1376,121.50308,255,2,,,,
107,信義國小地下停車場,1,松勤街,25.03211,121.56247,255,2.0999999046325684,,,,
068,文昌國小地下停車場,1,文林路615巷,25.0994,121.52119,255,2.0999999046325684,,,,
193,松山國小地下停車場,1,松山國小地下停車場,25.05051,121.57819,1,2.0999999046325684,,,,
016,中山堂地下停車場,1,武昌街一段,25.04416,121.51069,255,1.7000000476837158,,,,
088,三張里地下停車場,1,松平路,25.03052,121.56685,255,1.7999999523162842,,,,
062,忠孝玉成停車場,1,復敦段,25.045,121.54747,255,10000,,,,
087,民有市場地下停車場,1,民權東路三段140巷,25.06089,121.54676,255,10000,,,,
086,振興公園地下停車場,1,振興公園地下停車場,25.11859,121.52352,1,1.7999999523162842,,,,
030,大稻埕公園地下停車場,1,歸綏街,25.05834,121.51032,255,1.7999999523162842,,,,
067,雙園國中地下停車場,1,雙園國中地下停車場,25.02772,121.49165,1,1.7999999523162842,,,,
024,金華公園地下停車場,1,青田街,25.02966,121.53164,255,1.899999976158142,,,,
081,康樂立體停車場,1,康樂街136巷,25.07193,121.6191,255,2,,,,
TTT010,台東火車站四處路外停車場(A區),1,新站路北側出入口,22.79496,121.12426,1,0,,新站路,,E
TTT016,長濱鄉壹號停車場,1,出入口,23.317,121.45425,1,,,無名,,NW
TTT019,台東新生地下停車場,1,新生路,22.75288,121.14776,3,,,新生路,,SE
AO010001,西門地下停車場,1,育樂街出入口,24.99317,121.30454,1,210,,四維街,,W
AO060007,大興平面停車場,1,金城街,24.91157,121.20924,1,,,金城街,,W
AO020022,龍岡停車場,1,龍文三街,24.93028,121.25302,1,,,無名,,NW
AO100005,大園區停四停車場,2,,,,,,,,,
AO100006,大園區停五停車場,2,,,,,,,,,
AO030007,中興里停車場,1,萬壽路二段,24.99382,121.33093,1,,,無名,,W
AO070018,永豐路停車場,1,永豐路出入口,24.97453,121.27364,1,,,永豐路,,SW
AO020037,中壢殯葬園區停車場,1,培英路入口,24.97615,121.2251,1,,,培英路,,N
AO010024,新民立體停車場,1,民權路32號,24.9928,121.31107,1,,,民權路,,N
AO010022,孔廟停車場,1,公園路42號出入口,25.00171,121.32716,1,,,公園路,,NE
AO030006,善捷段停車場,1,文學路,25.04003,121.38998,1,,638401H,文學路,6384010700010H,NW
AO060006,新榮平面停車場,2,,,,,,,,,
AO020038,中壢區五福停車場,1,中正路出入口,24.95972,121.21048,1,,,中正路,,SE
AO020013,青昇停車場,1,青昇路,25.01538,121.21966,1,,636788H,青峰路,6367880100010H,NE
AO020010,坤慶公園地下停車場,2,,,,,,,,,
AO050004,舊鄉代停車場,1,中正路,24.86398,121.21674,1,450,,無名,,W
AO010016,桃園新站停車場,1,桃園市大林路,24.98775,121.31454,1,,,大林路,,W
AO020015,站前西停車場,1,青園路,25.00961,121.21621,1,,636792H,青園路,6367920100010H,NE
AO020004,中壢復華站,2,,,,,,,,,
AO080017,  五福公園停車場 ,1,文化街出入口,24.90995,121.18421,1,,,無名,,N
AO080001,新成立體停車場,2,,,,,,,,,
AO090003,僑愛停車場,1,僑愛一街,24.92164,121.29397,1,,,僑愛一街,,NW
AO040005,大竹圍平面停車場,1,博愛街與明德街交叉口,25.02388,121.26158,1,,,博愛街,,NW
AO020024,龍平停車場,1,龍平六街,24.93146,121.2574,1,,,龍平六街,,NE
AO060005,大連平面停車場,2,,,,,,,,,
AO020012,正光二街停車場,1,正光二街,24.95944,121.20543,1,,,正光二街,,S
AO040007,南崁廣停二平面停車場,1,山鼻路路口,25.08131,121.28648,1,,,無名,,S
AO020008,銀河廣場地下停車場,2,,,,,,,,,
AO090001,長興停車場,2,,,,,,,,,
AO080011,瑞溪停車場,1,瑞溪路一段,24.90724,121.16715,1,,,瑞溪路,,NW
AO080018,楊梅區台66橋下停車場,1,電沿路入口,24.95593,121.1665,2,,,電研路,,NW
AO010007,龍安二停車場,1,國強一街,24.99047,121.27817,1,,,國強一街,,E
AO020026,雙嶺停車場,1,松勇三街出入口,24.96098,121.1636,1,,,松勇三街,,SE
AO010009,吉安停車場,2,,,,,,,,,
AO010017,桃園藝文園區地下停車場,2,,,,,,,,,
AO020021,興仁公園停車場,1,興安一街2號,24.96634,121.26366,1,,,興安一街,,W
AO040004,大新平面停車場,1,新福路與大新一街交叉口,25.02435,121.2567,1,,,新福街,,W
AO030008,龜山龍華停車場,1,忠義路,25.016,121.39966,1,,,工興街,,N
AO010002,小檜溪停車場,1,朝陽路出入口,25.00477,121.31102,1,,,朝陽街,,S
AO060004,上海平面停車場,2,,,,,,,,,
AO080003,金山停車場,1,金山街,24.91041,121.16096,1,,,金山街,,SW
AO030005,文德公園停車場,3,文德二路,25.05446,121.38249,1,,,文德二路,,N
AO080005,永福停車場,1,校前路324巷42號旁,24.89907,121.1504,1,,,校前路,,W
AO030003,停四停車場,1,明成街36巷,24.99141,121.34505,1,,,明成街,,SE
AO020001,中壢忠孝黃昏市場站,1,忠孝路,24.98237,121.25343,1,,636477H,忠孝路,6364770700000H,NW
AO020031,青商公有停車場,2,,,,,,,,,
AO070005,大和段停車場,1,文昌街72號,24.95549,121.2942,1,,,文昌街,,S
AO010027,中路停一停車場,1,正光路口與吉安街口,25.00684,121.29019,1,,,永安路,,SW
AO010020,假日花市停車場,1,壽山路出入口,24.99595,121.32553,1,,,壽山路,,W
AO010033,桃園文昌公園地下停車場,1,民族路出入口、民權路出入口,24.99274,121.3107,1,210,,民權路,,S
AO060011,中正公有停車場,1,324桃園市中壢區中正一路2-24號,24.92641,121.25381,3,,,中正一路,,E
AO010006,龍安一停車場,1,國豐一街,24.99125,121.281,1,,,國豐一街,,SE
AO120001,觀音建國停車場,1,建國路入口,25.05005,121.1201,1,,636929H,建國路,6369290200010H,NE
AO100003,大園區廣停二停車場,1,大園區園航路及南區中路交叉口,25.05343,121.17473,2,,636902H,南園中路,6369020400010H,S
AO010034,桃園復興停車場,1,復興路出入口,24.99041,121.30348,1,,,復興路,,NW
AO020025,新明國小地下停車場,1,明德路出入口,24.96114,121.21697,1,200,,明德路,,S
AO020006,中壢莊敬站,1,莊敬路,24.97166,121.2572,1,,,莊敬路,,NW
AO070017,明光街停車場,1,明光街出入口,24.98267,121.2797,1,,,明光街,,SW
AO020009,廣停一停車場,1,九和六街,24.96493,121.22483,1,,,九和六街,,W
AO010023,虎頭山停車場,1,公園路出入口,25.00253,121.32639,1,,,三聖路,,W
AO010003,水汴頭平面停車場,1,經國一路出入口,25.02916,121.2992,1,,,經國一路,,S
AO070001,大忠地下停車場,2,,,,,,,,,
AO060010,忠貞三公有停車場,1,忠貞路出入口,24.92884,121.25586,1,,636491H,忠貞路,6364910500010H,SW
AO020029,文康停車場,2,,,,,,,,,
AO080007,民族公園停車場,1,民族路201巷,24.95771,121.17181,1,,,無名,,SW
AO050001,東龍停車場,2,,,,,,,,,
AO100007,大園區停六停車場,2,,,,,,,,,
AO010011,陽明公園停車場,1,長沙路與介壽路交叉口,24.98259,121.30917,1,,,長沙街,,NW
AO020011,南園停車場,1,南園二路,24.97148,121.22851,1,,,南園二路,,E
AO010015,宏昌六街停車場,1,宏昌六街口,24.98708,121.29209,1,,,宏昌六街,,W
AO080016,瑞坪停車場,1,瑞坪路,24.89948,121.17712,1,,,瑞坪路,,S
AO040001,南崁公一地下停車場,1,仁愛路1段2號,25.0509,121.29342,1,,635591H,仁愛路,6355910200010H,E
AO070014,建德停車場,1,建德路出入口,24.9359,121.28089,1,,,建德路,,S
AO110001,新屋區停一立體停車場,1,327桃園市新屋區中山路新興街,24.97279,121.10598,1,190,,中山路,,E
AO060012,1895乙未保臺紀念公園地下停車場,1,乙未保臺紀念公園地下停車場入出口,24.94771,121.2059,1,,,復旦路,,NW
AO080006,大模停車場,2,,,,,,,,,
AO010031,南門公園地下停車場,1,三民路三段260號出入口,24.9912,121.30627,1,,635060H,三民路,6350600400060H,S
AO070003,廣豐一停車場,1,桃德路100巷,24.96757,121.29685,1,220,,無名,,W
AO070008,忠勇停車場,1,忠勇六街出入口,24.96545,121.30553,1,,,忠勇六街,,N
AO010026,武陵小段停車場,1,民生路與復興路口,24.99109,121.31542,1,,,復興路,,W
AO020019,中原國小地下停車場,1,中北路88號,24.95638,121.23949,1,,,實踐路,,SE
AO090004,桃園太武新村停車場,1,慈光街,24.90235,121.28206,1,450,,慈光街,,W
AO070013,八德區永福停車場,1,永福西街入口,24.96284,121.2983,1,,,永福西街,,E
AO070010,和義二停車場,1,和義二街出入口,24.96012,121.30723,1,,,和義二街,,N
AO010037,廈門立體停車場,1,文中東路出入口,24.99491,121.29817,1,210,,文中東路,,NW
AO050003,龍華公有停車場,1,桃園市龍潭區金龍路6號,24.8607,121.2118,1,,636679H,金龍路,6366790000000H,N
AO100001,兒十四地下停車場,1,福德路68巷45號,25.07559,121.25763,1,,,福德路,,N
AO020036,文化公園停車場,1,長春三路出入口,24.98001,121.24875,1,210,,長春三路,,NW
AO040006,南崁廣停一平面停車場,1,南山路入口,25.08031,121.28493,1,,,無名,,N
AO020002,中壢復興站,1,文化二路,24.97512,121.25111,1,,,文化二路,,SE
AO010014,三民公園停車場,1,三元街口,25.0019,121.3181,1,,,三元街,,NE
AO070016,豐田停車場,1,豐田七街出入口,24.9316,121.28841,1,,,豐田七街,,S
AO020027,永發停車場,1,公園路二段出入口,25.00641,121.2075,1,,635693H,公園路,6356930700040H,NW
AO070006,文昌街停車場,1,文昌街111巷,24.95278,121.29527,1,,,文昌街,,W
AO080012,三元停車場,1,三民北路,24.91099,121.1701,1,,635044H,三民北路,6350440000000H,N
AO010035,創新園區二期停車場,1,成功路入口,24.99806,121.32515,1,,636242H,成功路,6362420400040H,SW
AO030009,建國一村停車場,1,萬壽路入口,24.99195,121.32309,1,,637732H,萬壽路,6377320200000H,E
AO090002,橋頭停車場,1,瑞安路出入口,24.88498,121.28132,1,,,無名,,N
AO020005,中壢內壢站,1,中華路一段,24.97198,121.2556,1,,635451H,中華路,6354510500020H,SW
AO060002,廣南平面停車場,1,環南路,24.94499,121.20868,1,,636459H,延平路,6364590100040H,NE
AO080015,埔心公園停車場,1,自小客車費率,24.9143,121.18494,1,,,金龍一路,,S
AO010029,中路停五停車場,1,力行路,24.99814,121.2909,1,,,力行路,,W
AO080004,梅高停車場,1,新梅六街,24.91535,121.14556,1,,,新梅六街,,E
AO070011,八德區瑞祥停車場,1,介壽路2段1233巷出入口,24.93002,121.29943,1,,,介壽路,,E
AO020035,大華段公有停車場,1,成章二街入口,24.97835,121.25791,1,,,成章三街,,E
AO020014,站前東停車場,1,青山路,25.01203,121.21861,1,,,青山路,,NE
AO020028,中央地下停車場,2,,,,,,,,,
AO040003,南榮地下停車場,1,洛陽街,25.04501,121.29103,1,,,洛陽街,,NE
AO080013,瑞塘停車場,1,瑞溪路二段,24.90858,121.17902,1,,637727H,萬大路,6377270300000H,SE
AO070004,廣豐二停車場,1,廣豐三街,24.96534,121.29549,1,220,,廣豐三街,,N
AO080008,楊梅國中網球場停車場,1,中山路125巷,24.90543,121.14644,1,,,無名,,S
AO010004,建國停車場,1,建國路61巷出入口,24.98492,121.31561,1,,,建國路,,N
AO010028,中路停三停車場,1,溫州一街,25.00467,121.29538,1,,,溫州一路,,NE
AO010013,建國公園停車場,1,建成街口,24.98591,121.31559,1,,,建成街,,S
AO010025,府前地下停車場,1,縣府路入口,24.99287,121.30214,1,180,,無名,,N
AO030001,嘟嘟房龜山公所站停車場,1,忠誠街出入口,24.99184,121.33726,1,200,,忠誠街,,NW
AO080010,四維停車場,1,四維二路,24.91295,121.1806,1,,,四維二路,,NE
AO020003,中壢忠孝站,1,元生二街,24.9767,121.2541,1,,,元生二街,,S
AO010018,東門溪停車場,1,復興路51號出入口,24.99089,121.31631,1,,637401H,復興路,6374010200060H,E
AO100002,大園區廣停一停車場,1,園航路與文城路交叉路口,25.05951,121.1752,2,,635786H,文城路,6357860100030H,NE
AO030004,市十三停車場,1,復興南路26巷,25.05645,121.37117,1,,,文昌五街,,NE
AO020039,中壢石頭段停車場,1,民權路上,24.95069,121.22274,1,,,民權路,,SW
AO050002,運動公園平面停車場,1,北龍路與公園路交叉路口,24.86764,121.21853,1,,,無名,,SW
AO070012,大湳公有停車場,2,,,,,,,,,
AO020023,台貿停車場,1,台貿二街,24.93789,121.25666,1,,,台貿二街,,SE
AO010021,殯葬園區停車場,1,大有路出入口,25.02128,121.31457,1,,635135H,大有路,6351350300000H,SE
AO020007,中壢自強立體停車場,1,富國街,24.96857,121.25853,1,,,富國街,,W
AO010036,桃園區大有立體暨殯葬園區平面公有停車場,1,大有路946巷,25.02294,121.31569,1,2.1,,大有路,,NE
AO060008,坤慶平面停車場,1,坤慶二街,24.90227,121.21389,1,,,坤慶二街,,N
AO010010,大檜溪公園地下室停車場,1,興一路65巷50號,25.01378,121.31686,1,,,興一街,,E
AO070015,八德區廣興停車場,1,廣興路出入口,24.93698,121.28495,1,,637977H,廣興路,6379770400020H,S
AO060003,廣北平面停車場,1,廣成路,24.95661,121.20884,1,,,廣成街,,N
AO010008,三聖停車場,1,成功路三段,24.99796,121.32551,1,,636242H,成功路,6362420000040H,NE
AO010012,朝陽公園停車場,1,桃園市桃園區鎮撫街朝陽公園,24.99811,121.31201,1,,,公六街,,NW
AO070002,公二地下停車場,1,福國北街220號,24.96292,121.2966,1,,,福國北街,,NE
AO010030,中路停六停車場,1,力行口,24.99941,121.29858,1,,635033H,力行路,6350330200050H,NE
AO080014,埔心車站後站停車場,1,埔心火車站後站,24.91964,121.18297,1,,635547H,仁平路,6355470A00000H,N
AO020040,大江公有停車場,1,中園路二段入口,25.00439,121.2286,1,,,null,,SW
AO080002,自立停車場,1,新農街245巷,24.91108,121.15226,1,,,新農街,,N
AO060009,忠貞二公有停車場,1,忠貞路出入口,24.92943,121.25504,1,,638144H,龍平路,6381440100050H,NE
AO020018,中北健行停車場,1,中北路二段151號,24.95207,121.22681,1,,,中北路,,NE
AO010019,文小二停車場,1,文中二路出入口,25.00103,121.28977,1,,,文中二路,,S
AO020030,青雲公有停車場,1,青雲路路口,25.01277,121.22237,255,,636791H,青雲路,6367910300020H,E
AO020032,青松公有停車場,1,青松路,25.00515,121.21546,2,,,青松街,,NW
AO030002,停五停車場,1,中興路出入口,24.98899,121.33204,1,,,中興路,,SW
AO040002,五福地下停車場,1,桃園市蘆竹區五福一路135號,25.05596,121.29457,1,,635522H,五福一路,6355220000000H,N
AO070009,和義一停車場,1,和義一街出入口,24.94966,121.29294,1,,,和義一街,,N
AO020020,中鑄停車場,1,中華路一段619巷旁,24.96774,121.24941,1,,,無名,,NW
AO020016,永春停車場,1,永春路,25.01307,121.20559,2,,,永順街,,NE
AO060001,貿東停車場,1,貿五路,24.92771,121.25286,1,,637477H,貿五路,6374770000000H,N
AO010005,青溪停車場,1,中山東路126巷24號旁,24.99613,121.32156,1,,,無名,,W
AO010032,新永和停車場,1,中央街出入口,25.00283,121.31353,1,,,春日路,,N
AO100004,大園區停三停車場,1,文治路及學二街交叉口,25.05058,121.16934,2,,,文治路,,SE
AO020017,延平立體停車場,1,延平路535號,24.95613,121.22328,1,,,延平路,,NE
