CarParkID,CarParkName_Zh_tw,HasInvoice,InvoiceType_DuplicateUniform,InvoiceType_TriplicateUniform,InvoiceSupport_BANPrinted,InvoiceSupport_Donation,HasEInvoice,HasEInvoiceCarrier,EInvoiceCarrierType_Generic,EInvoiceCarrierType_SmartCard,EInvoiceCarrierType_CreditCard,EInvoiceCarrierType_DebitCard,EInvoiceCarrierType_MemberCard,EInvoiceCarrierType_DonationCode,PaymentProcess_PayAndDisplay,PaymentProcess_PayByPrepaidToken,PaymentProcess_PayAtExitBoothManualCollection,PaymentProcess_PayAtMachineOnFootPriorToExit,PaymentProcess_PayBySmartCard,PaymentProcess_PayByMobile,PaymentProcess_PayByEtag,PaymentProcess_Others,PaymentMethod_Cash,PaymentMethod_CreditCard,PaymentMethod_SmartCard,PaymentMethod_ETC,PaymentMethod_MobilePayment,PaymentMethod_Token,PaymentMethod_Others,SmartCard_EasyCard,SmartCard_IPASS,SmartCard_ICash,SmartCard_HappyCash,PaymentDescription,HasTicketingMachine,TicketingMachine_DisabledFriendly,HasTicketingValidator,TicketingValidatorType_Contactless,TicketingValidatorType_Magnetic,TicketingValidatorType_NFC,TicketingValidatorType_RFID,TicketingValidatorType_Others
A00019,新康停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,僅收現金,0,1,0,0,0,0,0,0
A00003,丞捷停車場 ,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,轉帳,0,1,0,0,0,0,0,0
A00002,永發停車場-東洋站,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場可使用現金繳費,1,1,1,1,1,1,1,1
A00032,建程自由街停車場,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,現金支付,1,1,1,1,1,1,1,1
A00001,彪吉利(花蓮停三)汽(紅黃牌重機)車停車場,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,可使用悠遊卡付費及現金交易,1,1,1,1,1,0,0,0
A00033,花蓮民生停車場,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,本停車場限使用悠遊卡刷卡進出,0,0,1,1,0,0,0,0
A00070,吉安站前停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,0,0,0,0,0,0,0
A00045,國富二十二街停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,僅收現金,0,1,0,0,0,0,0,0
A00026,前站停車場,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,現金交易,1,1,1,0,1,0,0,0
A00066,花蓮國聯停車場,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,本停車場可使用行動支付,1,0,0,1,0,0,0,1
A00070,吉安站前停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
A00080,鉄道商圈停車場,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,可使用現金、電子票證、LINE PAY付款,1,1,1,1,1,1,1,1
A00080,鉄道商圈停車場,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,可使用現金、電子票證、LINE PAY付款,1,1,1,1,1,1,1,1
A00076,好樂停 HAPPY PARKING-中央停車場,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,本停車場可使用USPACE APP 線上支付,1,1,0,0,0,0,0,0
A00065,花蓮文化創意產業園區停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,本停車場可使用現金及多元支付,1,1,0,0,0,0,0,1
A00080,鉄道商圈停車場,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,可使用現金、電子票證、LINE PAY付款,1,1,0,0,0,0,0,0
A00004,後火車站機車停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場提供現金付款,1,1,1,1,1,1,1,1
A00010,花蓮市忠孝立體停車場,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,本停車場提供現金付款,1,1,1,1,1,1,1,1
A00009,遠東百貨股份有限公司花蓮和平分公司,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,0,1,1,0,1,0,0,0
A00070,吉安站前停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,0,0,0,0,0,0,0
A00015,WORLD GYM世界健身俱樂部停車場,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,停車場用現金支付,1,1,0,0,0,0,0,0
A00018,彪吉利停場車(國民段469號),1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,現金交易,1,1,1,1,1,1,1,1
A00022,佛教慈濟醫療財團法人花蓮慈濟醫院停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場可使用現金繳費,0,1,1,1,1,1,1,1
A00059,花蓮中山路停車場,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,使用APP透過信用卡付款,0,1,0,0,0,1,0,1
A00057,國聯停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,現金,1,1,1,1,1,1,1,1
A00030,吉安仁里立體停車場,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,本場僅收現金,1,1,1,1,1,1,1,1
A00013,明禮路停車場,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本場僅收現金,1,1,1,1,1,1,1,1
A00013,明禮路停車場,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,本場僅收現金,1,1,1,1,1,1,1,1
A00043,中山明智停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,僅收現金,0,1,0,0,0,0,0,0
A00036,統冠重慶店停車場,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金支付,1,1,0,0,0,0,0,1
A00040,花蓮文化創意產業園區停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,僅收現金,1,1,0,0,0,0,0,0
A00034,停好停滿停車場中華國小站,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本停車場暫未開放第三方支付。,1,0,1,0,0,0,0,1
A00005,福廣仁愛停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場僅以現金付款,1,0,0,0,0,0,0,0
A00022,佛教慈濟醫療財團法人花蓮慈濟醫院停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場可使用現金繳費,0,1,1,0,0,0,0,0
A00028,遠雄海洋公園(股)公司,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
A00011,新港街停車場,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,本停車場可使用行動支付、信用卡。,1,1,1,1,1,1,1,1
A00071,花蓮中山停車場,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,本場可使用現金、電子票證、信用卡支付,1,1,1,1,1,1,1,1
A00078,TIMES 花蓮延平街,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,"本停車場可用悠遊卡,信用卡支付",1,1,1,1,1,1,1,1
A00024,停佳安(花蓮停四)機車停車場,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,可使用悠遊卡付費及現金交易,1,1,1,1,1,0,0,0
A00067,市八十三街停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,租賃停車場(現金或是轉帳付款),0,0,0,0,0,0,0,0
A00080,鉄道商圈停車場,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,可使用現金、電子票證、LINE PAY付款,1,1,0,0,0,0,0,0
A00065,花蓮文化創意產業園區停車場,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,本停車場可使用現金及多元支付,1,1,0,0,0,0,0,1
A00025,彪吉利停車場(國聯五路站),1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,現金交易,1,1,1,0,1,0,0,0
A00042,臺灣基督教門諾會醫療財團法人門諾醫院收費停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,僅收現金,0,1,0,0,0,0,0,0
A00031, 東芥東大門停車場,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,只使用現金交易,1,1,0,0,0,0,0,0
A00012,節約街停車場,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本場僅收現金,1,1,0,0,0,0,0,0
A00067,市八十三街停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,月租停車場(現金或是轉帳付款),1,1,1,1,1,1,1,1
A00002,永發停車場-東洋站,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場可使用現金繳費,1,1,1,1,1,1,1,1
KEE12109,濱海遊憩區停車場,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,現金及悠遊卡,1,1,0,0,0,0,0,0
KEE12202,基隆信義停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,現金,1,1,0,0,0,0,0,0
KEE12113,基隆和一停車場,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,繳費機,1,1,1,1,0,0,1,0
KEE12602,源遠路第二停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,現金,1,1,1,1,0,0,0,0
KEE11302,基隆成功站,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,平日$10/0.5H假日$15/0.5H,1,1,0,0,0,0,0,0
KEE11101,信二停車場,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
KEE12706,光明停二停車場,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,請使用百元以下現金繳費或是刷悠遊卡繳費,1,1,1,0,0,1,0,0
KEE22111,非凡物業管理顧問有限公司和平島停車場,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,繳費機,1,1,0,0,0,0,0,0
KEE12502,基隆安和停車場,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,"現金,悠遊卡,ETC",1,1,1,0,0,0,0,0
KEE12111,65高地停車場,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"現金,悠遊卡",1,1,1,0,0,0,0,0
KEE11305,東岸立體停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,現金,1,1,0,0,0,0,0,0
KEE11104,中正區行政大樓地下停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,每小時30元,1,1,1,0,0,0,0,1
KEE12401,基隆市中和路168巷停車場,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,請使用百元以下現金繳費或是刷悠遊卡繳費,1,1,1,0,0,1,0,0
KEE12704,崇孝街停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,現金,1,1,0,0,0,0,0,0
KEE12203,基隆六合停車場,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,----,1,1,1,0,0,0,1,0
KEE12402,西三停車場,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,完成付款,1,1,1,1,0,0,1,0
KEE11303,南榮公墓殯儀館停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,"計時收費 : 一小時30元 , 月租2500元",1,0,0,0,0,0,0,0
KEE12110,潮境公園停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,http://download.uspace.com.tw/,1,1,0,0,0,0,0,0
KEE12501,鶯歌石溪停車場,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,請使用百元以下現金繳費或是刷悠遊卡繳費,1,1,1,0,0,1,0,0
KEE11703,基隆七堵停車場,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,完成付款,1,1,0,0,0,0,0,0
KEE12105,基隆和平島公園停車場,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,繳費機,1,1,0,0,0,0,0,0
KEE11307,信義國小地下停車場,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,繳費機,1,1,1,1,0,0,1,0
KEE11102,正濱國小收費立體停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,每小時30元,0,0,1,0,1,0,0,0
KEE12117,基隆社寮橋停車場,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,現金、自動繳費機、悠遊卡,1,1,1,0,1,0,0,0
KEE12601,源遠路停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,現金,1,1,0,0,0,0,0,0
KEE11304,銘傳立體停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,停車後洽詢管理員取單，出車前先憑單繳費收取發票由管理員操作車塔出車,0,0,0,0,0,0,0,0
KEE12705,光明停一停車場,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,請使用百元以下現金繳費或是刷悠遊卡繳費,1,1,1,0,0,1,0,0
KEE12108,復育環保公園停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,http://download.uspace.com.tw/,1,1,0,0,0,0,0,0
KEE11106,海洋劇場停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,http://download.uspace.com.tw/,1,1,0,0,0,0,0,0
KEE11201,信義國中停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,現金,1,1,0,0,0,0,0,0
KEE12107,區域探索館平面停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,http://download.uspace.com.tw/,1,1,0,0,0,0,0,0
KEE12115,八斗子漁港C區停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,"計次收費 : 每日80/次 , 季租4500",1,0,0,0,0,0,0,0
KEE22112,基隆八尺門停車場,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,繳費機,1,1,0,0,0,0,0,0
KEE12707,福六街停車場,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,請使用百元以下現金繳費或是刷悠遊卡繳費,1,1,1,0,0,1,0,0
KEE12112,南區大客車停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,http://download.uspace.com.tw/,1,1,0,0,0,0,0,0
KEE22410,基隆新橫濱停車場,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,現金、自動繳費機,1,1,1,1,0,0,0,0
KEE12114,八斗子觀光漁港停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,計時收費 : 一小時30,1,0,0,0,0,0,0,0
KEE12103,義二路停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,現金,1,1,0,0,0,0,0,0
KIN0004,山外車站停車場,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,現金、多卡通,1,1,0,0,0,0,0,1
KIN0001,金門航空站第三停車站,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,現金、多卡通,1,1,0,0,0,0,0,1
KIN0001,金門航空站第三停車站,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,現金、多卡通,1,1,1,1,1,1,1,1
KIN0001,金門航空站第三停車站,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,現金、多卡通,1,1,1,1,1,1,1,1
KIN0001,金門航空站第三停車站,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,現金、多卡通,1,1,1,1,1,1,1,1
KIN0001,金門航空站第三停車站,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,現金、多卡通,1,1,1,1,1,1,1,1
KIN0001,金門航空站第三停車站,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,現金、多卡通,1,1,1,1,1,1,1,1
KIN0001,金門航空站第三停車站,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,現金、多卡通,1,1,1,1,1,1,1,1
KIN0001,金門航空站第三停車站,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,現金、多卡通,1,1,1,0,0,0,0,0
LIE002,介壽地下停車場,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,小型車：月票感應卡出入場，臨停取代幣進場、離場前先於繳費機繳費過卡後出場；機車：無閘門，人工開單，攜帶繳費單至管理室繳費後離場。。,1,0,1,1,1,0,0,0
LIE003,仁愛停車場,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,無閘門，臨停人工開單，攜帶繳費單至介壽停車場的管理室繳費。,0,0,0,0,0,0,0,0
MIA003,苗栗市停一停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,現金,0,1,0,0,0,0,1,1
MIA018,苗栗台鐵高架橋下停車場,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,本停車場可用悠遊卡付費,1,1,1,0,0,0,0,0
MIA007,苗栗市停十停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
MIA016,尚順育樂世界停車場,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,消費折抵方式請至官網或洽服務台,1,1,1,0,1,0,0,0
MIA025,叭叭房廣停二停車場,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,0,0,0,0,0,0
MIA008,苗栗市停十五停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA023,叭叭房銀河停車場,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,0,0,0,0,0,0
MIA026,叭叭房廣停六停車場,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,0,1,0,0,0,0,0,0
MIA003,苗栗市停一停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,現金,0,1,1,1,1,1,1,1
MIA001,苗栗中正站停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
MIA004,苗栗市停四停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,0,0,0,0,0
MIA001,苗栗中正站停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,0,0,0,0,0,1
MIA019,聯永客家委員會停車場,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,無,0,1,0,0,0,0,0,0
MIA011,竹南國中地下停車場,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金支付,1,1,1,0,1,0,0,1
MIA030,叭叭房廣停四停車場,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
MIA011,竹南國中地下停車場,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金支付,1,1,1,1,1,1,1,1
MIA008,苗栗市停十五停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,0,0,0,0,0
MIA014,後龍停一立體停車場,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,月租,0,1,0,0,0,0,0,0
MIA020,台鐵豐富站停車場,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,本停車場可使用電子票證.現金付費,1,1,1,0,0,0,1,0
MIA005,苗栗市停五停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,現金,1,1,1,1,1,1,1,1
MIA003,苗栗市停一停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA011,竹南國中地下停車場,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金支付,1,1,1,0,1,0,0,1
MIA004,苗栗市停四停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
MIA021,台鐵苗栗東站停車場,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,繳費機繳費,1,1,1,0,1,0,0,0
MIA005,苗栗市停五停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,現金,1,1,1,0,0,0,0,0
MIA024,叭叭房廣停三停車場,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,0,1,0,0,0,0,0
MIA012,大同國小地下停車場,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金支付,1,1,1,1,1,1,1,1
MIA006,苗栗市停八停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,現金,1,1,1,1,1,1,1,1
